Product Code,Product Name,Brand,Product Description,Product Features,Part Number,Barcode,Price,SRP,Commodity Code,Country of Origin,Item Weight Grams,Item Length(cm),Item Width(cm),Item Height(cm),Carton Barcode,Carton Weight Grams,Carton Length (cm),Carton Width(cm),Carton Height(cm),Carton Quantity
AVT-FED13,Philips Avent Natural Response 3.0 AirFree Vent Bottle 260ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast, while the AirFree vent is designed keep air away from baby's tummy for extra protection against colic, gas and reflux.   The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues. The AirFree vent is designed to offer extra protection against feeding issues by preventing air from getting into little one's tummy whilst feeding in an upright position.","  1 x Philips Avent Natural Response 3.0 AirFree Vent Bottle 260ml with Flow no. 3 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 AirFree vent for extra protection against colic, gas and reflux by keeping air away from baby's tummy 
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY673/01,8710103990390,6.99,10.99,3923301000,Indonesia,129,7.1,7.1,16.6,,0,0,0,0,1
AVT-FED14,Philips Avent Natural Response 3.0 AirFree Vent Bottle Elephant 260ml,Philips Avent,"        Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast, while the AirFree vent is designed keep air away from baby's tummy for extra protection against colic, gas and reflux.   The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues. The AirFree vent is designed to offer extra protection against feeding issues by preventing air from getting into little one's tummy whilst feeding in an upright position.           ","  1 x Philips Avent Natural Response 3.0 AirFree Vent Bottle 260ml with Flow no. 3 Teat
 Cute motif design
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 AirFree vent for extra protection against colic, gas and reflux by keeping air away from baby's tummy 
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY673/81,8710103990413,7.69,11.99,3923301000,Indonesia,129,7.1,7.1,16.6,,0,0,0,0,1
AVT-FED15,Philips Avent Natural Response 3.0 AirFree Vent Bottle Stars 260ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast, while the AirFree vent is designed keep air away from baby's tummy for extra protection against colic, gas and reflux.   The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues. The AirFree vent is designed to offer extra protection against feeding issues by preventing air from getting into little one's tummy whilst feeding in an upright position.","  1 x Philips Avent Natural Response 3.0 AirFree Vent Bottle 260ml with Flow no. 3 Teat
 Cute motif design
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 AirFree vent for extra protection against colic, gas and reflux by keeping air away from baby's tummy 
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY673/82,8710103990437,7.69,11.99,3923301000,Indonesia,129,7.1,7.1,16.6,,0,0,0,0,1
AVT-FED30,Philips Avent Air Soother Boy  0-6m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide*
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Suitable from 0 to 6 months
 ",SCF085/58,8720689012690,4.59,7.25,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED31,Philips Avent Air Soother Girl 0-6m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide*
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Suitable from 0 to 6 months
 ",SCF085/59,8720689012706,4.59,7.25,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED32,Philips Avent Air Soother Boy 6-12m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide*
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Suitable from 6 to 12 months
 ",SCF085/60,8720689012713,4.59,7.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED33,Philips Avent Air Soother Girl 6-12m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide*
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Suitable from 6 to 12 months
 ",SCF085/61,8720689012720,4.59,7.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED34,Philips Avent Ultra Soft Soother Boy 0-6m 2Pk,Philips Avent,"Take care of sensitive skin with the Philips Avent ultra soft soother - the softest soother for your baby's sensitive skin. Our super soft, flexible shield follows the curves of your baby's cheeks, leaving fewer marks and less irritation for more comfortable soothing.  This soother's silky, textured silicone teat soothes and comforts your little one. When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Sensitive skin needs extra care. Our shield technology lets this soother follow the natural curves of your baby's face for a comfortable fit and our rounded shield minimises pressure for comfortable soothing that's gentle on your little one's cheeks.  The ultra soft travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  Look after your little one's oral development with this symmetrical teat that respects the natural shape of the palate, teeth and gums.","  Healthy oral development
 Flexible, soft, rounded shield
 Silky textured teat
 98% teat acceptance
 Easy sterilisation and storage
 Suitable from 0 to 6 months
 ",SCF091/05,8720689012768,5.29,8.25,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED35,Philips Avent Ultra Soft Soother Boy 6-18m 2Pk,Philips Avent,"Take care of sensitive skin with the Philips Avent ultra soft soother - the softest soother for your baby's sensitive skin. Our super soft, flexible shield follows the curves of your baby's cheeks, leaving fewer marks and less irritation for more comfortable soothing.  This soother's silky, textured silicone teat soothes and comforts your little one. When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Sensitive skin needs extra care. Our shield technology lets this soother follow the natural curves of your baby's face for a comfortable fit and our rounded shield minimises pressure for comfortable soothing that's gentle on your little one's cheeks.  The ultra soft travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  Look after your little one's oral development with this symmetrical teat that respects the natural shape of the palate, teeth and gums.","  Healthy oral development
 Flexible, soft, rounded shield
 Silky textured teat
 98% teat acceptance
 Easy sterilisation and storage
 Suitable from 6 to 18 months
 ",SCF091/17,8720689012744,5.29,8.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED36,Philips Avent Ultra Soft Soother Girl 0-6m 2Pk,Philips Avent,"Take care of sensitive skin with the Philips Avent ultra soft soother - the softest soother for your baby's sensitive skin. Our super soft, flexible shield follows the curves of your baby's cheeks, leaving fewer marks and less irritation for more comfortable soothing.  This soother's silky, textured silicone teat soothes and comforts your little one. When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Sensitive skin needs extra care. Our shield technology lets this soother follow the natural curves of your baby's face for a comfortable fit and our rounded shield minimises pressure for comfortable soothing that's gentle on your little one's cheeks.  The ultra soft travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  Look after your little one's oral development with this symmetrical teat that respects the natural shape of the palate, teeth and gums.","  Healthy oral development
 Flexible, soft, rounded shield
 Silky textured teat
 98% teat acceptance
 Easy sterilisation and storage
 Suitable from 0 to 6 months
 ",SCF091/31,8720689012775,5.29,8.25,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED37,Philips Avent Ultra Soft Soother Girl 6-18m 2Pk,Philips Avent,"Take care of sensitive skin with the Philips Avent ultra soft soother - the softest soother for your baby's sensitive skin. Our super soft, flexible shield follows the curves of your baby's cheeks, leaving fewer marks and less irritation for more comfortable soothing.  This soother's silky, textured silicone teat soothes and comforts your little one. When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Sensitive skin needs extra care. Our shield technology lets this soother follow the natural curves of your baby's face for a comfortable fit and our rounded shield minimises pressure for comfortable soothing that's gentle on your little one's cheeks.  The ultra soft travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  Look after your little one's oral development with this symmetrical teat that respects the natural shape of the palate, teeth and gums.","  Healthy oral development
 Flexible, soft, rounded shield
 Silky textured teat
 98% teat acceptance
 Easy sterilisation and storage
 Suitable from 6 to 18 months
 ",SCF091/33,8720689012799,5.29,8.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED38,Philips Avent Air Night Soother Boy 0-6m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 0 to 6 months
 ",SCF376/18,8720689012843,5.09,8,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED39,Philips Avent Air Night Soother Girl 0-6m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 0 to 6 months
 ",SCF376/19,8720689012836,5.09,8,,,64,5,10.8,12.6,,0,0,0,0,6
AVT-FED40,Philips Avent Air Night Soother Boy 6-18m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 6 to 18 months
 ",SCF376/13,8720689012973,5.09,8,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED41,Philips Avent Air Night Soother Girl 6-18m 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 6 to 18 months
 ",SCF376/14,8720689012980,5.09,8,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED42,Philips Avent Air Night Soother Boy 18m+ 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 18months+
 ",SCF349/18,8720689012935,4.59,7.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED43,Philips Avent Air Night Soother Girl 18m+ 2Pk,Philips Avent,"The Philips Avent Air soother is a light and breathable soother that soothes your baby and lets its skin breathe. The Philips Avent ultra air has extra-large holes to keep skin dry, gently ventilated and its lightweight shield is designed for maximum air flow. Every detail of the ultra air soother is designed to feel light and comfortable, including the smooth teat.  The ultra air travel case doubles as a steriliser, so all you need to do is add some water and pop it in the microwave. Then rest easy that it's clean for the next use.  When we asked mothers how their little ones respond to our textured silicone teats, an average of 98% said that their baby accepts the Philips Avent ultra soft and ultra air soothers.  Use the glow-in-the-dark button to quickly find your baby's soother without having to switch on the lights.  It is designed to respect the natural shape of the palate, teeth and gums, through its symmetrical teat.","  A light, breathable soother
 Sterilise and store in one handy case
 Loved by babies worldwide
 Lets skin breathe through extra large air holes
 Extra large air holes gently ventilate your baby's skin, keeping it soft and dry
 The ideal texture for a feeling of comfort
 Respects the natural shape of the palate, teeth and gums
 Glow-in-the-dark
 Suitable from 18months+
 ",SCF349/22,8720689012959,4.59,7.25,,,66,5,10.8,12.6,,0,0,0,0,6
AVT-FED50,Philips Avent Baby Food Steamer & Blender 220,Philips Avent,"Our 2-in-1 healthy baby food maker is designed with ease and practicality in mind. Settings are intuitive, it's easy to fill with water and it comprises just a few parts, making it easy to clean and store.  You'll find everything you need to make nutritious baby food in a single jar. Once your ingredients are steamed, all you have to do is lift the jar, flip it over and lock it in place, so you can blend to your desired consistency.  No need to wait or watch. A distinctive beep will tell you when the food is cooked to perfection. All you need to do is flip the jar, blend and serve or store for later use. This baby food maker takes up very little space in your kitchen, on the worktop or when stored away in a cupboard.  Steaming is a healthy way of cooking. Our unique technology lets the steam circulate upwards from the bottom, making sure all the ingredients are evenly cooked without boiling. Goodness, texture and the cooking liquids are retained for blending.  From very finely blended fruit and vegetables to combining meat, fish and pulse ingredients and finally offering chunkier textures. Our 2-in-1 healthy baby food maker helps you to prepare varied food for every step of the weaning and feeding journey.  Discover the 12 age-appropriate recipes and weaning advice to help you to give your baby a healthy start in life and to set good, lifelong eating habits.  Download the app for advice on weaning your little one. Find nutritious and easy-to-prepare recipes that keep up with your baby as he grows. Read step-by-step cooking guides, watch fun and informative videos and find many useful tips and tricks to help make weaning as smooth as possible.","  Easy to use
 Steam, flip and blend
 Compact design
 Beeps when ready
 Unique steam technology
 Food for every weaning stage
 Tasty and nutritious recipes
 Download and discover more
 Safety lock system for lid and bowl detection
  Water tank volume 200 ml 
  Capacity 800 (solids)/450 (liquids)ml 
 ",SCF870/21,8710103473381,117.99,146.99,,,2830,19.3,24.3,34.4,,0,0,0,0,2
AVT-FED51,Philips Avent Food Storage Set 10Pk,Philips Avent," Philips Avent food storage cups are versatile, easy to use and designed to grow with your baby.   The cups are ideal for storing food both at home and away, featuring a leak-proof lid.   Item comes with weaning spoon.  ","  For use in fridge and freezer
 Easy to use and clean
 With leak-proof lid
 Includes weaning spoon
 This product is BPA-Free
 ",SCF721/20,8710103671862,19.19,29.99,,,634,8,23.8,20.6,,0,0,0,0,4
AVT-SAF01,Philips Avent Digital Thermometer,Philips Avent,"The Philips Avent digital thermometer is your bedroom and bath-time buddy. It helps you easily monitor the room or water temperature while your little one inspects its playful petals. Enjoy complete confidence in your baby's bath-time comfort. Use the thermometer to check that the bath water stays between 36.5°C and 38°C. Keep it below 39°C for your baby's safety.  We know that you already have your hands full, so we designed our accurate digital display to sit upright for clear and easy reading, even at a glance. Help your baby sleep soundly and sweetly by keeping the room temperature around 18°C. Not too cool. Not too cosy. Just right!   The bath and bedroom thermometer should be as fun for your baby as it is reassuring for you. So whatever the age of your baby, we made sure it complies with all of the safety standards that you would expect. Fully waterproof and engineered to float, the bath and bedroom thermometer is a handy companion at bath time. So you and your baby can just enjoy another happy moment together.  ","  Unique and playful design
 Safe to play with
 Waterproof and floats
 Bath and bedroom measurement
 ",SCH480/00,8710103916895,14.49,22.59,9025190090,China,171,8,8,9.2,18710103916892,1273,28,18.7,13,6
AVT-SET01,Philips Avent Natural Response 3.0 Set,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  2 x 125ml, 2 x 260ml, 1 x soother, 1 x bottle brush
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCD838/11,8710103990710,25.59,39.99,3923301000,Netherlands,467,7.1,28.1,19.1,,0,0,0,0,1
